date,city,lat,lon,pm25,pm10,no2,so2,co,o3,temp_c,humidity,wind_speed,rainfall_mm,aqi,risk_label
2024-07-29,Kolkata,22.57,88.36,44.94,65.0,35.2,10.0,2.124,48.82,24.9,100.0,0.47,0.06,93.2,Moderate
2024-07-30,Kolkata,22.57,88.36,5.21,16.42,14.8,8.79,0.959,61.72,28.19,80.5,2.96,0.91,10.0,Low
2024-07-31,Kolkata,22.57,88.36,29.89,36.51,28.47,14.44,1.51,47.95,24.1,68.2,2.67,6.78,46.3,Low
2024-08-01,Kolkata,22.57,88.36,45.52,75.12,38.43,16.48,1.636,56.98,28.42,76.0,4.12,0.77,82.6,Moderate
2024-08-02,Kolkata,22.57,88.36,63.58,84.57,41.02,19.88,2.024,23.37,27.4,74.8,0.2,1.86,93.0,Moderate
2024-08-03,Kolkata,22.57,88.36,5.99,8.0,10.04,12.18,0.655,58.92,31.09,65.0,3.16,1.22,10.0,Low
2024-08-04,Kolkata,22.57,88.36,5.0,8.0,15.62,10.53,0.868,49.17,23.8,69.9,3.47,1.36,10.0,Low
2024-08-05,Kolkata,22.57,88.36,31.43,43.76,20.48,12.85,1.202,42.6,33.21,67.7,2.17,2.98,52.7,Moderate
2024-08-06,Kolkata,22.57,88.36,23.5,40.04,25.43,11.31,1.611,54.69,27.78,82.4,4.07,2.23,37.6,Low
2024-08-07,Kolkata,22.57,88.36,5.0,12.19,21.64,8.46,0.835,47.27,24.65,94.5,5.02,1.5,18.9,Low
2024-08-08,Kolkata,22.57,88.36,14.79,35.15,18.99,16.39,1.317,41.76,28.78,91.0,3.55,2.44,34.0,Low
2024-08-09,Kolkata,22.57,88.36,37.09,41.38,30.37,11.56,1.927,30.1,30.08,66.4,3.46,6.7,75.5,Low
2024-08-10,Kolkata,22.57,88.36,18.05,32.33,20.32,14.93,1.465,61.19,29.26,79.3,4.11,1.39,33.8,Low
2024-08-11,Kolkata,22.57,88.36,33.52,59.52,35.83,11.09,1.272,26.22,33.64,60.2,3.02,2.37,61.6,Low
2024-08-12,Kolkata,22.57,88.36,19.56,26.91,22.44,13.7,1.688,47.11,27.9,54.7,3.97,5.18,28.5,Low
2024-08-13,Kolkata,22.57,88.36,39.59,46.44,29.92,3.5,1.035,57.57,29.2,72.0,3.21,1.88,75.0,Low
2024-08-14,Kolkata,22.57,88.36,31.93,60.21,28.83,11.76,1.863,50.65,28.46,79.8,1.67,0.26,45.9,Low
2024-08-15,Kolkata,22.57,88.36,34.61,57.14,32.11,9.69,0.75,39.89,27.26,69.7,1.23,0.76,58.5,Low
2024-08-16,Kolkata,22.57,88.36,12.12,22.04,22.52,14.06,0.778,45.34,28.46,82.9,3.9,2.82,29.5,Low
2024-08-17,Kolkata,22.57,88.36,5.0,8.0,16.59,13.14,0.88,43.87,30.32,82.8,3.21,2.37,17.8,Low
2024-08-18,Kolkata,22.57,88.36,25.47,57.23,24.16,8.79,1.101,47.39,26.12,81.6,1.69,3.77,51.6,Low
2024-08-19,Kolkata,22.57,88.36,18.1,34.86,23.74,9.71,0.54,46.51,29.31,68.0,2.53,0.87,25.0,Low
2024-08-20,Kolkata,22.57,88.36,16.84,33.1,23.68,12.61,0.697,37.6,31.25,49.9,4.25,3.12,39.1,Low
2024-08-21,Kolkata,22.57,88.36,49.45,69.38,30.51,14.0,1.865,31.95,28.12,96.8,0.44,0.52,86.0,Moderate
2024-08-22,Kolkata,22.57,88.36,43.77,76.98,27.56,12.82,1.171,52.37,25.28,62.8,1.41,1.2,84.3,Moderate
2024-08-23,Kolkata,22.57,88.36,32.55,51.5,25.26,14.35,1.64,35.15,28.04,80.7,3.33,4.56,53.2,Low
2024-08-24,Kolkata,22.57,88.36,17.6,32.45,23.35,5.99,1.493,37.4,26.82,76.9,3.48,2.88,52.1,Low
2024-08-25,Kolkata,22.57,88.36,37.06,71.05,25.84,16.73,1.941,64.0,30.56,64.4,1.09,2.02,87.8,Low
2024-08-26,Kolkata,22.57,88.36,58.04,116.39,30.17,15.34,2.036,35.49,26.19,96.6,1.3,0.77,108.1,Moderate
2024-08-27,Kolkata,22.57,88.36,33.63,41.19,25.17,2.88,1.46,35.56,31.11,79.3,2.69,1.83,50.9,Low
2024-08-28,Kolkata,22.57,88.36,26.91,44.38,22.08,8.14,1.221,37.2,25.2,69.0,4.18,2.29,51.5,Low
2024-08-29,Kolkata,22.57,88.36,8.9,16.29,20.99,8.85,1.791,53.89,28.85,62.8,2.51,1.02,23.5,Low
2024-08-30,Kolkata,22.57,88.36,39.04,71.53,26.22,18.95,1.938,38.13,26.45,54.5,0.2,1.22,88.8,Moderate
2024-08-31,Kolkata,22.57,88.36,37.03,45.7,26.02,11.9,1.729,44.76,31.84,49.9,3.73,2.54,67.9,Moderate
2024-09-01,Kolkata,22.57,88.36,22.84,33.88,31.89,5.98,1.357,28.36,29.98,77.1,2.47,1.09,31.5,Low
2024-09-02,Kolkata,22.57,88.36,30.76,57.17,27.89,15.42,1.739,39.72,25.7,61.9,1.94,0.55,63.5,Moderate
2024-09-03,Kolkata,22.57,88.36,60.47,97.99,31.77,15.49,1.445,42.9,28.94,61.6,1.1,0.75,118.9,Moderate
2024-09-04,Kolkata,22.57,88.36,17.79,28.45,26.94,10.01,1.411,46.55,26.56,75.7,3.93,0.78,19.0,Low
2024-09-05,Kolkata,22.57,88.36,50.47,97.14,30.93,16.46,1.641,53.78,23.96,62.8,2.82,1.91,97.7,Moderate
2024-09-06,Kolkata,22.57,88.36,36.02,62.76,23.76,10.7,0.838,47.67,24.27,77.5,2.98,3.09,67.4,Low
2024-09-07,Kolkata,22.57,88.36,24.67,54.02,26.71,10.4,1.62,22.72,27.4,58.2,2.92,2.5,40.9,Low
2024-09-08,Kolkata,22.57,88.36,8.69,17.88,11.34,12.17,0.749,34.53,28.04,59.8,3.02,1.11,19.6,Low
2024-09-09,Kolkata,22.57,88.36,49.99,60.77,32.19,14.62,1.93,35.38,25.1,81.0,3.5,4.82,102.2,Moderate
2024-09-10,Kolkata,22.57,88.36,7.9,8.81,20.44,12.01,0.741,45.02,27.52,57.1,4.55,3.3,24.1,Low
2024-09-11,Kolkata,22.57,88.36,37.95,65.87,31.83,10.99,1.442,44.46,26.49,76.1,1.22,0.11,65.4,Low
2024-09-12,Kolkata,22.57,88.36,54.25,91.45,31.49,18.8,2.362,47.39,26.41,74.4,2.4,1.59,99.5,Moderate
2024-09-13,Kolkata,22.57,88.36,28.88,49.42,22.75,6.93,1.477,30.69,23.76,66.8,1.95,7.09,62.7,Low
2024-09-14,Kolkata,22.57,88.36,34.06,50.54,26.53,7.59,1.599,26.96,27.51,42.0,4.52,0.14,61.5,Moderate
2024-09-15,Kolkata,22.57,88.36,39.92,52.56,34.73,13.83,1.136,50.56,27.93,46.9,2.15,3.11,71.1,Low
2024-09-16,Kolkata,22.57,88.36,54.24,91.48,25.48,12.83,2.153,33.53,23.65,49.9,0.56,2.29,126.1,Low
2024-09-17,Kolkata,22.57,88.36,32.31,58.15,30.21,12.17,1.257,26.72,29.69,46.9,2.46,4.38,38.9,Low
2024-09-18,Kolkata,22.57,88.36,46.08,95.59,32.56,13.06,1.862,35.95,27.82,78.6,1.61,0.13,86.6,Moderate
2024-09-19,Kolkata,22.57,88.36,57.35,102.35,41.58,13.61,1.647,38.46,26.43,52.7,1.61,0.77,104.2,Moderate
2024-09-20,Kolkata,22.57,88.36,40.49,48.67,23.87,9.2,1.72,35.21,30.41,47.0,1.96,1.15,74.0,Low
2024-09-21,Kolkata,22.57,88.36,60.91,77.67,41.8,15.36,2.182,31.52,24.02,57.7,0.92,0.16,129.3,Low
2024-09-22,Kolkata,22.57,88.36,59.46,108.62,31.72,18.24,1.559,48.92,23.32,63.6,0.2,2.27,115.5,Moderate
2024-09-23,Kolkata,22.57,88.36,41.68,62.91,31.03,10.0,1.729,34.29,25.0,40.1,4.84,2.94,76.6,Low
2024-09-24,Kolkata,22.57,88.36,54.14,89.79,32.11,19.46,1.621,43.7,23.02,73.7,2.34,2.17,106.1,Moderate
2024-09-25,Kolkata,22.57,88.36,61.87,100.21,25.03,19.27,2.408,43.67,27.89,75.2,1.37,5.47,116.1,Low
2024-09-26,Kolkata,22.57,88.36,52.42,102.78,33.09,11.07,1.959,39.22,25.19,55.5,3.24,1.25,108.1,Moderate
2024-09-27,Kolkata,22.57,88.36,54.19,103.16,35.85,16.21,1.901,60.34,23.82,76.1,4.1,0.03,131.6,Moderate
2024-09-28,Kolkata,22.57,88.36,64.97,95.61,41.85,11.57,3.001,30.36,26.29,40.9,0.39,0.36,116.5,Moderate
2024-09-29,Kolkata,22.57,88.36,49.76,92.66,29.45,12.97,2.044,63.78,27.85,55.5,1.96,7.57,96.2,Moderate
2024-09-30,Kolkata,22.57,88.36,42.42,77.65,24.34,9.33,1.538,35.26,24.63,61.1,2.83,0.43,82.7,Moderate
2024-10-01,Kolkata,22.57,88.36,41.7,74.14,32.98,10.94,1.895,40.42,23.25,64.4,1.48,0.15,61.5,Moderate
2024-10-02,Kolkata,22.57,88.36,52.68,101.19,31.77,8.07,1.94,44.01,23.61,80.1,3.04,2.03,110.3,Moderate
2024-10-03,Kolkata,22.57,88.36,76.78,117.65,46.86,15.58,2.738,48.92,26.54,58.0,1.01,1.43,145.8,Moderate
2024-10-04,Kolkata,22.57,88.36,50.74,102.62,39.55,10.3,1.522,47.5,24.03,47.7,1.69,1.4,83.0,Moderate
2024-10-05,Kolkata,22.57,88.36,32.28,62.87,25.23,8.92,2.029,41.61,26.2,65.7,2.35,2.48,61.7,Low
2024-10-06,Kolkata,22.57,88.36,38.0,52.79,27.53,6.25,1.413,40.37,23.92,64.6,3.01,6.69,72.9,Low
2024-10-07,Kolkata,22.57,88.36,63.47,95.32,33.83,14.84,1.961,49.63,22.63,68.7,2.54,0.66,112.1,Moderate
2024-10-08,Kolkata,22.57,88.36,75.69,143.6,31.91,21.66,2.1,51.82,24.4,57.0,1.68,0.03,160.2,Moderate
2024-10-09,Kolkata,22.57,88.36,56.65,116.23,34.84,12.95,1.847,37.92,26.84,64.2,2.05,4.22,108.2,Moderate
2024-10-10,Kolkata,22.57,88.36,60.62,113.77,39.71,13.98,2.582,50.4,22.87,53.0,0.2,1.15,105.5,Moderate
2024-10-11,Kolkata,22.57,88.36,45.81,87.69,36.11,9.54,1.774,47.3,25.12,69.6,5.06,0.66,98.5,Low
2024-10-12,Kolkata,22.57,88.36,64.57,124.59,37.54,13.42,1.778,42.7,24.29,51.3,2.0,3.96,126.9,Moderate
2024-10-13,Kolkata,22.57,88.36,58.54,82.98,44.31,11.66,1.929,32.17,23.32,51.7,2.14,0.3,111.6,Moderate
2024-10-14,Kolkata,22.57,88.36,73.64,123.19,38.33,11.05,2.35,28.9,21.66,77.9,2.81,1.04,127.1,Moderate
2024-10-15,Kolkata,22.57,88.36,54.47,77.84,34.0,11.14,2.177,45.2,24.48,49.2,3.18,0.41,89.5,Moderate
2024-10-16,Kolkata,22.57,88.36,71.58,120.3,37.52,13.97,2.14,17.5,23.39,60.3,2.91,2.38,128.9,Moderate
2024-10-17,Kolkata,22.57,88.36,88.21,164.52,43.83,18.12,2.625,33.76,22.36,68.4,1.68,2.99,172.6,High
2024-10-18,Kolkata,22.57,88.36,65.39,125.3,36.62,13.88,2.982,43.76,23.45,55.1,0.5,1.83,128.4,Moderate
2024-10-19,Kolkata,22.57,88.36,51.6,83.45,29.85,14.36,1.796,27.18,19.42,73.0,2.28,0.37,112.4,Moderate
2024-10-20,Kolkata,22.57,88.36,74.54,103.1,39.15,19.69,2.329,51.69,20.8,50.8,1.53,0.75,154.6,Moderate
2024-10-21,Kolkata,22.57,88.36,108.91,170.53,54.51,22.02,2.628,47.91,18.8,74.3,1.83,1.23,209.6,Moderate
2024-10-22,Kolkata,22.57,88.36,74.58,142.11,41.69,14.54,2.578,30.48,21.88,36.0,2.49,0.94,146.8,High
2024-10-23,Kolkata,22.57,88.36,66.75,108.57,33.46,9.7,2.002,38.87,21.86,38.8,2.78,1.35,146.6,Moderate
2024-10-24,Kolkata,22.57,88.36,76.35,118.16,44.19,15.4,2.878,37.35,20.38,59.6,4.04,0.58,146.3,Moderate
2024-10-25,Kolkata,22.57,88.36,69.77,109.25,35.6,15.56,2.558,34.86,21.03,79.5,2.31,1.32,143.1,Moderate
2024-10-26,Kolkata,22.57,88.36,57.2,95.56,37.25,17.04,2.188,35.61,17.84,82.0,0.42,1.58,106.0,Moderate
2024-10-27,Kolkata,22.57,88.36,49.64,63.59,32.78,13.71,1.648,45.07,20.93,45.3,3.19,0.85,91.2,Moderate
2024-10-28,Kolkata,22.57,88.36,81.13,144.11,34.34,24.8,2.326,51.82,22.38,57.3,3.6,1.54,156.0,High
2024-10-29,Kolkata,22.57,88.36,64.57,103.48,32.74,13.81,1.982,41.39,24.22,50.3,0.51,0.93,117.4,Moderate
2024-10-30,Kolkata,22.57,88.36,52.29,99.44,37.88,15.53,1.875,42.16,22.09,25.7,3.22,0.61,107.1,Moderate
2024-10-31,Kolkata,22.57,88.36,82.8,141.29,40.99,13.85,2.357,39.34,22.11,67.8,2.72,0.48,152.8,Moderate
2024-11-01,Kolkata,22.57,88.36,80.76,142.25,40.21,13.37,2.26,33.27,23.14,51.4,1.84,0.34,156.6,Moderate
2024-11-02,Kolkata,22.57,88.36,82.47,143.84,41.87,15.66,2.483,41.79,17.01,77.0,2.7,0.34,164.6,Moderate
2024-11-03,Kolkata,22.57,88.36,53.61,104.58,34.37,14.28,1.869,36.67,20.18,60.7,2.96,1.31,126.8,Low
2024-11-04,Kolkata,22.57,88.36,63.82,106.74,40.14,16.75,1.969,31.11,18.11,48.5,3.2,0.3,105.3,Moderate
2024-11-05,Kolkata,22.57,88.36,64.91,95.12,36.39,5.33,2.373,44.49,19.41,46.0,3.87,0.43,123.6,Moderate
2024-11-06,Kolkata,22.57,88.36,62.76,119.02,45.06,17.95,2.369,24.89,20.49,53.2,2.47,1.03,130.5,Moderate
2024-11-07,Kolkata,22.57,88.36,74.22,122.94,38.34,20.21,2.124,33.45,16.59,62.5,2.48,2.33,140.0,Moderate
2024-11-08,Kolkata,22.57,88.36,59.45,103.66,33.67,18.3,2.629,37.06,20.72,48.4,5.39,0.61,124.2,Moderate
2024-11-09,Kolkata,22.57,88.36,91.54,145.63,46.24,20.0,2.748,34.77,16.84,96.8,1.2,0.1,180.7,High
2024-11-10,Kolkata,22.57,88.36,72.73,115.24,41.33,15.19,2.623,25.89,18.44,58.3,2.16,2.91,144.1,Moderate
2024-11-11,Kolkata,22.57,88.36,78.35,118.52,49.45,17.8,2.928,30.79,20.85,38.2,2.06,0.63,145.1,Moderate
2024-11-12,Kolkata,22.57,88.36,81.93,113.36,54.93,20.35,2.023,35.74,17.15,56.0,3.41,0.09,151.7,Moderate
2024-11-13,Kolkata,22.57,88.36,86.96,149.62,43.9,14.06,2.693,40.43,14.54,71.5,3.82,0.58,166.9,Moderate
2024-11-14,Kolkata,22.57,88.36,104.65,151.87,50.91,20.76,3.17,34.08,18.35,60.8,0.9,0.02,188.4,High
2024-11-15,Kolkata,22.57,88.36,77.27,91.4,45.14,17.52,2.707,35.76,17.32,49.4,3.97,0.51,143.6,Moderate
2024-11-16,Kolkata,22.57,88.36,81.24,155.79,42.94,15.98,2.664,30.69,18.48,44.3,1.06,0.22,151.0,High
2024-11-17,Kolkata,22.57,88.36,51.77,77.54,37.3,18.83,2.14,39.95,16.69,42.3,5.63,2.09,89.4,Low
2024-11-18,Kolkata,22.57,88.36,73.41,123.64,35.72,13.52,1.827,15.52,17.19,36.3,1.68,0.78,128.9,Moderate
2024-11-19,Kolkata,22.57,88.36,78.13,144.3,46.49,13.13,2.085,42.22,16.4,45.9,3.82,0.06,164.4,Moderate
2024-11-20,Kolkata,22.57,88.36,87.0,156.27,35.13,16.82,2.715,43.54,15.23,57.3,2.17,0.6,165.1,Moderate
2024-11-21,Kolkata,22.57,88.36,100.5,182.94,52.76,16.42,2.211,34.76,16.65,44.9,3.34,0.51,188.9,High
2024-11-22,Kolkata,22.57,88.36,93.75,137.13,51.08,21.65,2.517,27.33,14.98,77.0,1.59,1.35,185.0,High
2024-11-23,Kolkata,22.57,88.36,87.3,158.97,57.49,11.99,2.496,47.1,17.4,58.4,2.65,1.98,167.5,Moderate
2024-11-24,Kolkata,22.57,88.36,94.93,164.55,43.96,13.81,2.815,32.28,24.08,46.2,2.52,2.43,188.0,Moderate
2024-11-25,Kolkata,22.57,88.36,65.01,101.48,41.15,15.68,2.373,49.06,16.23,52.1,2.6,0.31,122.6,Moderate
2024-11-26,Kolkata,22.57,88.36,74.0,105.59,44.07,17.88,2.357,34.34,13.11,74.0,3.45,1.61,142.9,Moderate
2024-11-27,Kolkata,22.57,88.36,88.83,176.05,41.67,13.56,2.336,30.9,19.62,27.1,1.96,0.9,179.1,Moderate
2024-11-28,Kolkata,22.57,88.36,93.39,153.55,48.99,21.48,2.388,33.28,14.52,55.6,2.1,0.04,159.5,Moderate
2024-11-29,Kolkata,22.57,88.36,84.64,169.96,40.66,10.94,2.62,30.04,13.3,91.4,0.91,1.72,183.4,High
2024-11-30,Kolkata,22.57,88.36,94.58,147.11,42.61,20.78,2.87,33.83,15.52,66.5,2.32,1.01,190.3,High
2024-12-01,Kolkata,22.57,88.36,98.5,145.05,42.33,15.41,2.887,39.36,17.59,38.3,1.9,0.53,172.7,Moderate
2024-12-02,Kolkata,22.57,88.36,90.81,155.34,45.8,15.88,2.663,33.87,16.79,53.3,3.55,0.25,184.8,High
2024-12-03,Kolkata,22.57,88.36,93.97,128.53,42.92,23.02,2.717,32.13,17.31,47.8,3.3,1.4,173.9,Moderate
2024-12-04,Kolkata,22.57,88.36,83.88,133.68,34.5,16.42,2.07,35.72,14.28,92.2,1.62,0.51,162.0,Moderate
2024-12-05,Kolkata,22.57,88.36,102.85,174.82,52.42,16.56,2.854,38.55,19.15,41.1,3.02,0.17,211.8,High
2024-12-06,Kolkata,22.57,88.36,74.98,126.82,33.1,16.43,2.531,37.98,18.25,46.9,4.07,1.52,154.8,Moderate
2024-12-07,Kolkata,22.57,88.36,65.74,102.02,41.38,20.44,1.785,42.38,15.49,45.9,2.24,0.23,134.9,Moderate
2024-12-08,Kolkata,22.57,88.36,96.39,179.43,49.94,18.04,2.86,40.03,16.86,29.6,1.08,1.11,209.2,High
2024-12-09,Kolkata,22.57,88.36,80.73,140.26,39.34,13.96,2.626,38.79,15.26,15.0,5.45,0.85,167.6,Moderate
2024-12-10,Kolkata,22.57,88.36,81.24,99.42,35.88,16.94,3.123,42.82,17.54,46.9,3.16,1.31,144.1,Moderate
2024-12-11,Kolkata,22.57,88.36,69.75,103.61,35.09,11.45,2.181,37.69,15.21,57.9,3.34,0.21,120.1,Moderate
2024-12-12,Kolkata,22.57,88.36,61.93,93.43,30.23,12.32,1.97,48.85,19.98,43.7,5.5,1.74,125.7,Moderate
2024-12-13,Kolkata,22.57,88.36,96.15,147.67,46.86,16.1,2.37,37.84,14.15,57.3,1.53,4.08,167.1,High
2024-12-14,Kolkata,22.57,88.36,56.82,107.82,33.15,15.81,1.618,46.43,18.2,61.0,2.86,0.01,109.1,Moderate
2024-12-15,Kolkata,22.57,88.36,115.1,175.23,67.18,18.23,2.627,30.97,13.39,60.1,0.21,0.67,215.8,High
2024-12-16,Kolkata,22.57,88.36,104.7,154.93,41.61,20.09,2.368,22.35,13.59,24.6,3.08,0.14,191.8,High
2024-12-17,Kolkata,22.57,88.36,91.21,155.51,44.1,20.75,2.838,31.18,12.78,71.8,2.97,0.59,189.9,High
2024-12-18,Kolkata,22.57,88.36,115.11,209.16,57.99,24.42,3.105,33.47,15.55,62.2,1.55,0.2,229.1,High
2024-12-19,Kolkata,22.57,88.36,101.24,182.35,55.4,13.23,2.921,37.85,16.85,61.2,1.47,0.22,196.3,High
2024-12-20,Kolkata,22.57,88.36,84.65,130.69,51.1,16.48,2.026,35.36,13.67,49.4,2.28,0.67,170.1,Moderate
2024-12-21,Kolkata,22.57,88.36,100.41,187.98,45.43,14.76,2.212,46.78,17.23,49.1,2.22,0.22,194.3,High
2024-12-22,Kolkata,22.57,88.36,86.76,175.84,49.26,18.77,2.014,25.44,14.65,41.1,4.39,0.16,185.4,Moderate
2024-12-23,Kolkata,22.57,88.36,88.12,154.14,31.97,17.73,3.048,21.37,13.91,55.2,2.2,0.98,191.3,Moderate
2024-12-24,Kolkata,22.57,88.36,82.0,129.61,42.63,16.34,2.78,34.54,13.9,62.6,2.3,0.91,155.9,High
2024-12-25,Kolkata,22.57,88.36,87.48,126.04,49.75,15.32,2.157,31.51,18.78,40.4,2.28,0.88,163.6,High
2024-12-26,Kolkata,22.57,88.36,124.05,215.98,61.86,17.67,3.317,32.29,14.83,60.9,0.57,0.42,252.6,High
2024-12-27,Kolkata,22.57,88.36,97.74,173.84,42.41,12.87,2.811,40.23,15.97,41.8,1.91,1.5,172.5,High
2024-12-28,Kolkata,22.57,88.36,135.77,251.83,58.52,24.63,3.23,51.32,11.59,57.4,0.87,0.57,255.6,High
2024-12-29,Kolkata,22.57,88.36,84.21,125.25,34.05,15.98,2.299,25.82,15.38,46.4,2.64,0.05,150.0,Moderate
2024-12-30,Kolkata,22.57,88.36,120.52,176.28,53.59,20.31,3.499,23.93,14.82,61.2,0.2,0.07,212.7,High
2024-01-01,Hyderabad,17.39,78.49,54.03,94.26,44.67,13.79,1.429,34.37,15.09,20.9,2.49,0.75,105.5,Moderate
2024-01-02,Hyderabad,17.39,78.49,47.93,97.16,36.42,11.73,1.514,41.05,14.37,52.9,2.84,0.06,90.5,Moderate
2024-01-03,Hyderabad,17.39,78.49,45.5,77.3,39.44,12.14,1.703,51.2,15.56,50.7,2.47,2.08,82.2,Low
2024-01-04,Hyderabad,17.39,78.49,52.81,80.7,30.32,12.34,1.835,39.13,16.7,37.2,2.47,0.28,89.5,Moderate
2024-01-05,Hyderabad,17.39,78.49,44.45,67.39,34.33,9.23,2.131,40.94,15.7,51.7,3.54,0.28,72.6,Low
2024-01-06,Hyderabad,17.39,78.49,32.2,44.66,27.46,7.7,1.326,41.29,15.79,61.7,3.72,0.58,57.8,Low
2024-01-07,Hyderabad,17.39,78.49,35.94,45.63,27.08,12.25,1.582,39.35,10.72,63.0,3.92,0.06,59.6,Low
2024-01-08,Hyderabad,17.39,78.49,46.3,60.13,26.91,10.54,1.628,41.58,16.5,54.2,2.34,3.15,88.8,Low
2024-01-09,Hyderabad,17.39,78.49,53.65,113.57,34.8,18.49,1.486,34.3,13.78,29.3,2.52,1.17,103.6,Moderate
2024-01-10,Hyderabad,17.39,78.49,30.96,63.01,15.97,11.35,1.311,35.8,14.9,43.2,4.18,0.81,53.2,Low
2024-01-11,Hyderabad,17.39,78.49,41.1,80.97,34.15,16.27,1.644,37.53,15.3,15.0,2.97,1.43,78.2,Low
2024-01-12,Hyderabad,17.39,78.49,38.61,62.42,42.5,10.46,2.07,45.02,12.97,31.7,4.0,0.22,49.9,Low
2024-01-13,Hyderabad,17.39,78.49,50.2,67.44,40.01,15.4,2.158,49.1,16.08,50.1,1.96,0.05,97.3,Low
2024-01-14,Hyderabad,17.39,78.49,62.54,96.48,26.22,12.49,1.887,38.44,12.01,55.8,2.45,0.28,117.0,Moderate
2024-01-15,Hyderabad,17.39,78.49,52.89,79.37,34.4,10.5,1.59,36.63,13.35,47.2,1.77,0.96,113.8,Moderate
2024-01-16,Hyderabad,17.39,78.49,57.05,100.36,31.08,12.99,1.926,49.27,17.33,47.4,2.47,0.58,107.0,Low
2024-01-17,Hyderabad,17.39,78.49,52.47,75.69,30.17,12.65,1.678,42.65,11.43,18.2,2.98,0.18,97.6,Low
2024-01-18,Hyderabad,17.39,78.49,60.91,83.26,34.86,21.79,2.727,43.41,12.05,28.3,1.99,1.33,105.2,Moderate
2024-01-19,Hyderabad,17.39,78.49,48.22,76.09,37.71,8.86,2.004,39.42,17.18,30.3,4.74,0.16,112.6,Moderate
2024-01-20,Hyderabad,17.39,78.49,59.06,89.17,39.25,11.95,1.96,35.08,14.06,38.6,0.8,2.07,115.0,Moderate
2024-01-21,Hyderabad,17.39,78.49,34.35,54.23,22.68,13.54,1.325,45.44,16.45,38.6,3.49,0.09,77.6,Low
2024-01-22,Hyderabad,17.39,78.49,55.35,81.98,37.1,13.03,1.591,37.14,12.79,80.3,1.26,0.05,101.7,Moderate
2024-01-23,Hyderabad,17.39,78.49,57.99,103.26,35.97,14.21,1.927,47.35,12.75,62.6,2.84,0.12,119.1,Moderate
2024-01-24,Hyderabad,17.39,78.49,69.13,139.44,49.36,17.19,1.43,31.18,16.63,32.2,1.62,0.65,129.3,Moderate
2024-01-25,Hyderabad,17.39,78.49,57.94,88.09,27.76,13.36,1.841,40.97,13.6,37.5,2.58,0.16,104.3,Moderate
2024-01-26,Hyderabad,17.39,78.49,64.95,110.98,37.03,12.35,1.961,37.88,13.83,39.3,2.58,0.56,123.1,Moderate
2024-01-27,Hyderabad,17.39,78.49,56.21,93.17,29.78,9.56,2.362,31.07,15.44,38.8,1.58,0.28,99.8,Moderate
2024-01-28,Hyderabad,17.39,78.49,49.07,82.59,31.9,12.68,1.267,36.21,12.77,39.8,1.1,0.16,102.0,Moderate
2024-01-29,Hyderabad,17.39,78.49,54.66,85.8,23.81,15.06,2.151,30.31,13.27,17.0,1.68,0.92,112.7,Moderate
2024-01-30,Hyderabad,17.39,78.49,49.91,97.78,27.66,13.58,1.695,35.44,10.45,65.2,2.52,2.09,110.9,Moderate
2024-01-31,Hyderabad,17.39,78.49,50.11,84.63,31.86,16.46,2.023,37.75,15.98,57.9,3.42,0.14,88.2,Moderate
2024-02-01,Hyderabad,17.39,78.49,42.71,62.14,26.8,11.0,1.435,62.12,18.01,57.3,4.33,1.92,75.0,Moderate
2024-02-02,Hyderabad,17.39,78.49,55.42,77.43,29.81,14.34,2.022,31.42,16.97,49.4,0.53,0.08,103.6,Moderate
2024-02-03,Hyderabad,17.39,78.49,49.48,86.72,31.55,10.43,2.029,44.17,13.13,54.8,3.02,1.19,102.7,Moderate
2024-02-04,Hyderabad,17.39,78.49,43.47,71.79,27.23,6.6,2.406,36.31,14.02,42.5,1.96,2.12,71.5,Low
2024-02-05,Hyderabad,17.39,78.49,50.42,80.47,27.83,14.73,1.571,42.21,14.33,18.3,2.51,0.6,94.0,Moderate
2024-02-06,Hyderabad,17.39,78.49,51.03,84.65,31.48,11.67,1.78,36.74,14.76,49.8,2.86,0.13,108.4,Moderate
2024-02-07,Hyderabad,17.39,78.49,48.08,84.2,31.8,14.68,1.728,34.02,16.94,48.4,3.4,0.0,94.6,Low
2024-02-08,Hyderabad,17.39,78.49,49.13,71.58,33.69,11.03,1.608,51.18,15.79,28.3,2.96,0.34,91.7,Moderate
2024-02-09,Hyderabad,17.39,78.49,45.15,62.39,21.91,7.88,1.672,49.39,16.61,15.0,2.47,0.04,73.6,Moderate
2024-02-10,Hyderabad,17.39,78.49,33.17,50.18,24.39,8.57,1.468,25.36,7.78,65.4,4.28,0.16,59.7,Low
2024-02-11,Hyderabad,17.39,78.49,48.26,68.07,37.66,11.89,1.663,39.05,16.47,33.0,2.81,0.87,97.4,Low
2024-02-12,Hyderabad,17.39,78.49,44.2,66.57,23.06,10.32,1.182,36.73,12.93,45.3,2.49,1.18,93.7,Low
2024-02-13,Hyderabad,17.39,78.49,30.87,48.17,26.29,10.19,1.491,29.0,15.23,38.0,3.79,1.95,42.5,Moderate
2024-02-14,Hyderabad,17.39,78.49,36.47,69.91,25.13,13.22,1.105,42.17,14.72,73.9,1.19,2.93,76.0,Low
2024-02-15,Hyderabad,17.39,78.49,52.78,75.68,38.76,13.17,1.827,43.81,16.69,26.2,1.42,1.74,95.8,Moderate
